trade_date,open,high,low,close,volume
2010-09-27,2869.928,2905.526,2864.209,2905.029,4907182400
2010-09-28,2900.536,2900.536,2875.658,2880.907,5866082400
2010-09-29,2877.269,2908.732,2866.854,2874.812,5678223600
2010-09-30,2859.06,2935.595,2857.418,2935.574,6300024800
2010-10-08,2965.652,3055.836,2963.237,3044.233,9999472000
2010-10-11,3069.188,3154.204,3069.188,3132.895,15873491200
2010-10-12,3121.636,3173.849,3106.224,3172.726,12736170400
2010-10-13,3176.886,3221.646,3165.578,3217.577,14460777600
2010-10-14,3245.133,3286.023,3215.031,3224.14,17961184000
2010-10-15,3204.723,3327.683,3199.122,3327.683,19341414400
2010-10-18,3345.804,3390.015,3288.781,3306.16,21788204800
2010-10-19,3300.517,3375.867,3279.999,3375.674,13044179200
2010-10-20,3304.221,3439.225,3301.009,3396.879,16652846400
2010-10-21,3404.721,3418.091,3344.962,3374.685,12388324800
2010-10-22,3365.597,3408.491,3346.111,3378.655,11636185600
2010-10-25,3386.85,3481.347,3366.43,3481.081,14543310400
2010-10-26,3491.474,3499.817,3436.463,3466.084,14263699200
2010-10-27,3451.427,3490.217,3398.095,3403.872,12376156800
2010-10-28,3390.426,3420.885,3371.439,3397.692,9834945600
2010-10-29,3400.262,3404.6,3351.601,3379.983,10045896800
2010-11-01,3390.413,3472.995,3390.413,3472.995,12626915200
2010-11-02,3484.232,3522.175,3449.724,3463.131,15491145600
2010-11-03,3462.74,3474.707,3419.08,3420.341,12635930400
2010-11-04,3426.46,3480.929,3419.643,3480.505,11679948000
2010-11-05,3538.988,3554.47,3498.276,3520.798,13768803200
2010-11-08,3534.191,3549.305,3506.375,3548.566,12647076000
2010-11-09,3547.44,3547.44,3498.623,3523.954,12245453600
2010-11-10,3507.195,3508.275,3470.968,3499.111,12007857600
2010-11-11,3490.738,3557.987,3484.891,3509.975,13897624000
2010-11-12,3484.606,3497.061,3284.348,3291.833,16073385600
2010-11-15,3298.737,3319.976,3241.758,3314.893,10231572800
2010-11-16,3311.616,3311.616,3155.475,3169.538,10830707200
2010-11-17,3124.109,3168.931,3087.507,3103.906,8325808000
2010-11-18,3134.937,3158.629,3097.388,3147.962,6569729200
2010-11-19,3168.165,3178.846,3076.213,3178.846,8334765600
2010-11-22,3148.215,3200.472,3137.751,3171.941,8321277600
2010-11-23,3156.478,3156.478,3061.623,3107.176,7739959200
2010-11-24,3088.992,3177.412,3088.992,3177.043,7533208000
2010-11-25,3197.965,3227.054,3172.282,3223.484,8344209600
2010-11-26,3214.132,3224.517,3170.364,3194.853,6446782400
2010-11-29,3183.54,3206.756,3159.459,3190.05,5899489200
2010-11-30,3187.529,3205.782,3060.438,3136.985,8576235200
2010-12-01,3127.262,3150.436,3111.645,3136.024,4888266800
2010-12-02,3185.76,3194.226,3154.32,3155.059,6102390800
2010-12-03,3161.93,3171.378,3134.419,3158.156,5047535200
2010-12-06,3168.875,3185.332,3140.555,3165.57,5636263200
2010-12-07,3152.733,3214.691,3112.223,3200.339,5848365200
2010-12-08,3194.895,3215.281,3166.766,3171.882,5951566400
2010-12-09,3155.996,3175.052,3122.196,3123.366,6615296400
2010-12-10,3107.379,3172.163,3101.083,3161.977,5710810400
2010-12-13,3176.335,3261.344,3173.564,3261.061,9571373600
2010-12-14,3270.201,3279.365,3254.181,3269.474,8410424000
2010-12-15,3270.781,3282.772,3242.516,3247.644,7226978400
2010-12-16,3246.013,3258.394,3224.122,3230.665,5679962400
2010-12-17,3229.297,3232.839,3212.579,3225.661,4491914800
2010-12-20,3239.022,3249.763,3117.998,3178.657,7475969600
2010-12-21,3184.7,3251.551,3168.889,3249.509,7985241600
2010-12-22,3253.821,3263.45,3201.669,3215.453,6993625600
2010-12-23,3210.67,3237.644,3183.152,3188.607,6131584800
2010-12-24,3170.642,3187.724,3139.454,3162.955,5513776800
2010-12-27,3176.107,3219.655,3092.263,3099.709,7001710400
2010-12-28,3084.823,3095.358,3041.328,3044.931,5632574800
2010-12-29,3049.928,3062.557,3025.22,3061.83,4519277600
2010-12-30,3063.05,3079.909,3027.898,3064.098,5428142800
2010-12-31,3069.053,3129.446,3067.108,3128.261,6256608000
2011-01-04,3155.557,3194.358,3143.604,3189.682,8541044000
2011-01-05,3170.181,3193.779,3158.871,3175.662,7926880800
2011-01-06,3177.835,3198.052,3152.572,3159.643,5968109200
2011-01-07,3156.362,3209.9,3141.125,3166.624,8409323200
2011-01-10,3162.085,3182.782,3102.428,3108.187,6549440800
2011-01-11,3096.249,3131.292,3084.513,3124.922,5698591600
2011-01-12,3135.18,3153.43,3099.413,3142.337,5849852000
2011-01-13,3153.985,3157.036,3127.158,3141.284,5193698800
2011-01-14,3129.667,3129.667,3083.511,3091.862,5335144000
2011-01-17,3067.433,3078.88,2968.61,2974.35,6680756000
2011-01-18,2965.424,2984.47,2947.6,2977.648,4296456400
2011-01-19,2978.457,3045.605,2967.243,3044.851,5657194400
2011-01-20,3037.862,3037.862,2944.498,2944.713,6104664400
2011-01-21,2935.233,3030.265,2935.138,2983.456,7310296800
2011-01-24,2986.092,2999.201,2943.92,2954.232,6547254400
2011-01-25,2949.647,2960.587,2919.162,2938.654,4898268800
2011-01-26,2939.773,2982.322,2939.356,2978.431,4337498000
2011-01-27,2953.589,3037.159,2935.271,3026.466,8258592000
2011-01-28,3020.122,3047.266,3011.375,3036.735,6301358800
2011-01-31,3035.418,3076.547,3032.449,3076.508,6710591200
2011-02-01,3083.493,3087.225,3062.83,3077.283,4986252800
2011-02-09,3055.398,3087.551,3031.749,3040.949,6039414400
2011-02-10,3034.079,3105.324,3024.349,3104.163,6660366400
2011-02-11,3100.274,3133.499,3092.582,3120.956,7597555200
2011-02-14,3123.246,3227.432,3123.246,3219.143,12130232800
2011-02-15,3223.222,3259.639,3215.619,3217.671,10955444000
2011-02-16,3211.135,3248.849,3195.467,3248.527,9133428000
2011-02-17,3255.626,3265.257,3218.913,3245.907,8896469600
2011-02-18,3240.051,3242.374,3203.12,3211.876,7537868800
2011-02-21,3192.146,3258.28,3189.848,3257.908,7939977600
2011-02-22,3267.615,3269.048,3161.833,3163.578,10786374400
2011-02-23,3152.441,3182.185,3145.986,3174.742,7132485600
2011-02-24,3170.236,3195.688,3157.969,3190.935,6648689200
2011-02-25,3190.872,3213.792,3159.847,3197.617,6161927600
2011-02-28,3200.677,3241.597,3178.831,3239.559,7663066400
2011-03-01,3241.714,3273.511,3235.754,3254.893,8856695200
2011-03-02,3237.116,3257.419,3202.833,3243.298,8091064000
2011-03-03,3248.156,3271.64,3221.038,3221.718,10122000000
2011-03-04,3223.507,3273.658,3217.477,3270.666,8001391200
2011-03-07,3287.405,3337.466,3287.405,3334.51,11818720000
2011-03-08,3335.71,3342.711,3311.722,3337.457,8487865600
2011-03-09,3344.1,3355.487,3322.698,3338.858,7802636000
2011-03-10,3330.444,3330.444,3279.33,3280.259,7821264000
2011-03-11,3263.081,3290.7,3240.181,3247.376,6720833600
2011-03-14,3238.905,3263.906,3230.114,3262.92,6368978400
2011-03-15,3250.595,3250.595,3147.957,3203.961,9603397600
2011-03-16,3204.919,3250.878,3202.931,3248.195,7885952000
2011-03-17,3216.288,3240.381,3185.084,3197.1,8568711200
2011-03-18,3228.915,3239.963,3205.144,3215.685,6134016000
2011-03-21,3220.677,3236.279,3194.145,3207.11,5910503600
2011-03-22,3217.8,3227.797,3175.93,3222.961,5724868400
2011-03-23,3222.325,3267.004,3216.653,3264.926,7207758400
2011-03-24,3269.575,3273.37,3250.023,3251.361,6130424400
2011-03-25,3256.179,3304.264,3254.683,3294.484,8689597600
2011-03-28,3307.405,3328.07,3286.856,3290.571,9768430400
2011-03-29,3288.564,3309.199,3256.337,3257.979,10528016000
2011-03-30,3256.722,3274.977,3233.109,3256.08,7833633600
2011-03-31,3257.164,3264.956,3210.174,3223.288,6450388000
2011-04-01,3227.564,3272.768,3220.911,3272.729,6309472000
2011-04-06,3269.19,3315.299,3268.765,3311.067,10582367200
2011-04-07,3313.467,3330.805,3302.818,3324.419,8468176000
2011-04-08,3321.54,3353.889,3314.089,3353.358,7392920800
2011-04-11,3363.37,3380.527,3331.174,3333.427,10442054400
2011-04-12,3324.754,3350.156,3307.476,3326.771,10193850400
2011-04-13,3311.324,3372.031,3296.507,3372.031,8703633600
2011-04-14,3374.324,3378.703,3347.488,3353.56,8897224000
2011-04-15,3345.134,3378.106,3323.563,3358.944,7851487200
2011-04-18,3346.149,3372.9,3335.599,3359.438,8658262400
2011-04-19,3334.912,3334.912,3290.736,3295.812,8510693600
2011-04-20,3300.418,3311.725,3281.827,3295.758,7234332000
2011-04-21,3312.271,3330.244,3301.936,3317.367,7324042400
2011-04-22,3317.083,3325.459,3291.638,3299.942,6717145600
2011-04-25,3292.48,3292.48,3247.691,3249.574,7442183200
2011-04-26,3242.529,3257.8,3216.21,3230.96,5909641600
2011-04-27,3242.619,3256.413,3189.04,3209.503,6244356800
2011-04-28,3224.413,3237.192,3160.406,3161.776,6505023600
2011-04-29,3161.158,3193.599,3147.137,3192.723,5368306400
2011-05-03,3192.845,3212.055,3164.926,3211.132,5499891200
2011-05-04,3192.844,3193.446,3120.961,3129.028,6671634000
2011-05-05,3115.003,3136.897,3105.854,3126.117,5256774800
2011-05-06,3093.809,3141.683,3083.908,3121.396,5535218400
2011-05-09,3126.26,3149.937,3118.141,3129.759,4602740400
2011-05-10,3135.146,3153.301,3121.746,3153.221,4093299600
2011-05-11,3153.648,3164.65,3127.494,3145.085,4768853200
2011-05-12,3123.158,3142.397,3101.136,3101.603,4879950000
2011-05-13,3105.303,3128.442,3080.19,3128.093,4689595200
2011-05-16,3120.436,3137.604,3098.776,3100.463,4519432000
2011-05-17,3097.071,3136.231,3076.946,3116.028,5120373200
2011-05-18,3109.294,3145.698,3106.552,3139.379,3964176800
2011-05-19,3148.353,3154.935,3118.619,3120.639,4311078400
2011-05-20,3120.579,3133.429,3113.271,3121.596,3846801200
2011-05-23,3115.312,3115.312,3021.45,3022.98,5590247200
2011-05-24,3013.715,3029.746,2999.885,3026.223,4160894400
2011-05-25,3020.323,3030.988,2988.094,2990.343,3928970400
2011-05-26,3011.466,3021.203,2977.596,2978.381,3700374800
2011-05-27,2980.721,2996.605,2962.067,2963.308,4277090400
2011-05-30,2956.575,2982.583,2942.361,2954.506,3467116000
2011-05-31,2958.607,3001.727,2946.146,3001.556,3968940000
2011-06-01,2996.085,3006.556,2985.711,3004.173,3841932800
2011-06-02,2970.634,2984.491,2923.016,2955.705,5261786800
2011-06-03,2951.579,2993.895,2951.201,2986.349,3907616400
2011-06-07,2977.681,3006.569,2974.361,3004.262,3685233200
2011-06-08,3003.581,3012.806,2965.923,3008.652,4290876000
2011-06-09,3000.404,3004.06,2951.889,2951.889,4749663600
2011-06-10,2947.927,2964.079,2925.868,2961.932,4220188000
2011-06-13,2940.391,2957.523,2921.746,2950.348,3835166800
2011-06-14,2947.655,3000.526,2943.531,2993.559,5598281600
2011-06-15,2984.962,2999.15,2963.112,2963.119,4439085200
2011-06-16,2939.681,2946.815,2915.401,2917.578,4113548000
2011-06-17,2916.405,2934.061,2891.015,2892.157,4117652800
2011-06-20,2888.935,2896.081,2862.408,2874.896,3799198400
2011-06-21,2883.354,2909.572,2877.054,2909.073,4203892400
2011-06-22,2913.666,2921.034,2894.178,2908.582,3731880000
2011-06-23,2899.013,2966.54,2888.678,2957.629,4594111600
2011-06-24,2946.609,3047.943,2944.051,3027.47,8545924000
2011-06-27,3028.496,3056.023,3019.236,3036.491,6561577200
2011-06-28,3040.183,3046.797,3013.996,3041.734,5576625600
2011-06-29,3039.047,3043.815,2999.953,3000.169,5347684800
2011-06-30,3003.23,3058.625,3003.23,3044.089,6250254800
2011-07-01,3052.12,3071.206,3034.072,3049.745,5676665200
2011-07-04,3064.935,3124.582,3064.935,3121.98,8046403200
2011-07-05,3122.899,3128.529,3105.086,3122.5,6776333600
2011-07-06,3116.121,3116.121,3084.834,3113.712,6155580800
2011-07-07,3123.29,3140.102,3101.096,3101.68,7181036000
2011-07-08,3105.486,3124.386,3093.374,3109.183,5128259200
2011-07-11,3097.874,3120.998,3086.263,3113.206,4792066000
2011-07-12,3089.136,3090.097,3054.8,3056.905,5710798400
2011-07-13,3060.42,3108.497,3060.42,3106.247,5411436800
2011-07-14,3112.587,3126.153,3092.473,3115.745,6031493600
2011-07-15,3105.497,3130.775,3097.336,3128.889,6155032000
2011-07-18,3131.803,3137.922,3113.667,3122.6,6069131200
2011-07-19,3108.472,3109.916,3088.377,3095.125,5338870800
2011-07-20,3113.705,3119.543,3071.85,3091.567,4411833200
2011-07-21,3092.271,3099.278,3058.255,3059.139,4408469200
2011-07-22,3066.192,3083.191,3059.598,3067.985,3725725600
2011-07-25,3050.897,3050.897,2958.878,2968.289,6718099200
2011-07-26,2965.721,2980.857,2957.61,2977.766,4351545600
2011-07-27,2961.576,3002.691,2951.516,3000.052,4838561200
2011-07-28,2973.642,2984.375,2956.71,2981.002,4813898400
2011-07-29,2981.021,2995.974,2948.076,2972.079,4629825200
2011-08-01,2969.106,2991.051,2958.832,2977.721,3388694800
2011-08-02,2958.85,2958.85,2919.014,2956.383,3897835600
2011-08-03,2930.193,2969.132,2927.096,2954.87,3866836000
2011-08-04,2962.913,2983.012,2951.838,2960.309,3298572000
2011-08-05,2881.737,2916.41,2868.157,2897.417,4931685600
2011-08-08,2864.514,2888.769,2747.967,2793.897,7151776800
2011-08-09,2720.953,2812.769,2697.062,2798.19,6984267200
2011-08-10,2845.352,2858.553,2820.123,2824.12,5865931200
2011-08-11,2779.715,2867.311,2777.761,2866.924,5899768800
2011-08-12,2881.554,2894.224,2868.871,2875.365,5719740800
2011-08-15,2883.174,2917.883,2870.19,2917.883,5987547600
2011-08-16,2920.829,2932.14,2888.334,2897.581,5096268000
2011-08-17,2893.849,2910.835,2881.631,2886.013,3917818000
2011-08-18,2887.103,2889.997,2832.269,2834.254,4076888400
2011-08-19,2789.346,2814.099,2782.556,2807.664,4325964800
2011-08-22,2809.329,2829.687,2768.418,2777.787,3420968400
2011-08-23,2788.699,2821.003,2777.287,2821.003,3262051400
2011-08-24,2834.577,2845.47,2804.818,2810.016,3530156400
2011-08-25,2818.701,2904.438,2815.912,2903.837,7221684800
2011-08-26,2889.382,2907.398,2876.828,2901.216,4560410400
2011-08-29,2875.784,2875.784,2847.476,2852.809,4426784800
2011-08-30,2875.144,2901.733,2838.33,2841.74,4313787200
2011-08-31,2843.993,2855.305,2823.77,2846.776,3210790000
2011-09-01,2852.386,2869.249,2825.956,2834.535,3011870200
2011-09-02,2828.839,2836.624,2790.769,2803.854,2931711600
2011-09-05,2780.834,2780.834,2743.383,2743.817,3200566000
2011-09-06,2727.749,2745.36,2711.071,2723.303,2971398200
2011-09-07,2738.789,2779.205,2730.055,2779.09,3326538000
2011-09-08,2788.832,2789.112,2755.799,2756.105,2683873600
2011-09-09,2770.153,2796.352,2739.62,2751.095,2707350400
2011-09-13,2712.443,2726.185,2698.66,2720.283,2671376400
2011-09-14,2729.256,2736.905,2677.127,2733.108,3042478000
2011-09-15,2734.552,2754.193,2728.905,2729.051,3117192400
2011-09-16,2744.218,2755.889,2728.995,2733.987,2755593200
2011-09-19,2718.318,2718.318,2678.795,2679.27,2909094000
2011-09-20,2675.043,2702.28,2664.1,2689.845,2559868000
2011-09-21,2691.701,2778.353,2677.349,2771.011,5619417200
2011-09-22,2745.146,2754.917,2684.94,2685.688,4710266000
2011-09-23,2644.294,2681.227,2631.425,2669.478,4259222400
2011-09-26,2645.245,2679.56,2603.108,2610.919,3917512400
2011-09-27,2634.925,2652.56,2613.423,2637.879,3502197600
2011-09-28,2654.83,2660.099,2602.63,2610.59,3416955600
2011-09-29,2593.559,2615.144,2577.286,2588.185,3709359200
2011-09-30,2595.582,2607.566,2572.193,2581.351,3205082200
2011-10-10,2588.349,2595.324,2552.284,2557.082,2832512200
2011-10-11,2625.163,2635.694,2526.649,2551.994,4502984800
2011-10-12,2537.398,2647.015,2523.344,2644.758,6594568000
2011-10-13,2636.863,2672.91,2629.405,2662.601,6042620000
2011-10-14,2655.358,2665.443,2629.879,2653.782,3833694800
2011-10-17,2658.947,2687.102,2653.384,2666.951,3615831600
2011-10-18,2646.841,2651.732,2589.205,2592.209,3937344800
2011-10-19,2599.917,2617.411,2580.663,2583.081,3111616600
2011-10-20,2566.603,2570.101,2500.486,2520.532,3984246400
2011-10-21,2522.257,2538.117,2504.693,2507.877,2984350400
